2023-12-16T13:04:43.511Z,37.4388261274858,0.8261969648562301,259522560,97162200, 37.4388261274858
2023-12-16T13:04:44.507Z,35.413204925228854,1.03063625,259522560,91905256, 35.38792157413984
2023-12-16T13:04:45.511Z,33.156026204427086,0.99096875,259522560,86047368, 33.14654417712279
2023-12-16T13:04:46.514Z,31.13723909011995,1.0107525,259522560,80808160, 31.061512340198867
2023-12-16T13:04:47.517Z,29.043051979758523,0.891315,259522560,75373272, 29.043051979758523
2023-12-16T13:04:48.531Z,27.035765985045767,0.91844375,259522560,70163912, 27.02944668856534
2023-12-16T13:04:49.545Z,25.025021331478854,0.8682897727272727,259522560,64945576, 24.999737980389835
2023-12-16T13:04:50.560Z,40.103134001144255,1.420285,259522560,104076680, 40.07468791923138
2023-12-16T13:04:51.571Z,37.97408903488005,1.06337375,259522560,98551328, 37.911204328440654
2023-12-16T13:04:52.587Z,35.94118060487689,1.00952,259522560,93275472, 35.94118060487689
2023-12-16T13:04:53.589Z,33.86242799084596,1.0592775,259522560,87880640, 33.86242799084596
2023-12-16T13:04:54.591Z,31.81726012567077,0.9549525,259522560,82572968, 31.81726012567077
2023-12-16T13:04:55.602Z,29.747776840672348,0.92689125,259522560,77202192, 29.673594465159407
2023-12-16T13:04:56.617Z,27.679631396977587,0.95589625,259522560,71834888, 27.614931048768938
2023-12-16T13:04:57.621Z,25.60235534051452,0.8903412499999999,259522560,66443888, 25.60235534051452
2023-12-16T13:04:58.625Z,23.608592640269887,0.9017362500000001,259522560,61269624, 23.608592640269887
2023-12-16T13:04:59.629Z,21.522962782118054,0.96298375,259522560,55856944, 21.45089814157197
2023-12-16T13:05:00.630Z,19.345564408735797,0.9113375,259522560,50206104, 19.345564408735797
2023-12-16T13:05:01.639Z,17.342538544625945,0.8867818181818181,259522560,45007800, 17.25149443655303
