2024-01-10T14:00:15.548Z,7000,6946,53,0.4592358676975945,99.23096280779158,0.7690371922084264
2024-01-10T14:00:16.548Z,7000,6942,57,0.6400825,99.1738199506487,0.8261800493512834
2024-01-10T14:00:17.549Z,7000,6942,57,0.6430325,99.1738199506487,0.8261800493512834
2024-01-10T14:00:18.551Z,7000,6942,57,0.63062375,99.1738199506487,0.8261800493512834
2024-01-10T14:00:19.552Z,7000,6938,61,0.71072375,99.11667709350586,0.8833229064941406
2024-01-10T14:00:20.554Z,7000,6954,45,1.76280875,99.3561741420201,0.6438258579799107
2024-01-10T14:00:21.555Z,7000,6950,49,0.70475,99.29903128487723,0.7009687151227678
2024-01-10T14:00:22.557Z,7000,6946,53,0.64549375,99.24188842773437,0.758111572265625
2024-01-10T14:00:23.558Z,7000,6942,57,1.20026375,99.18474557059152,0.8152544294084821
2024-01-10T14:00:24.560Z,7000,6938,61,0.67284375,99.12760271344865,0.8723972865513394
2024-01-10T14:00:25.570Z,7000,6934,65,0.613785,99.0704598563058,0.9295401436941964
2024-01-10T14:00:26.572Z,7000,6954,45,0.79651875,99.35466210501535,0.645337894984654
2024-01-10T14:00:27.583Z,7000,6950,49,0.633675,99.29751924787249,0.7024807521275112
2024-01-10T14:00:28.584Z,7000,6946,53,0.65225,99.24037639072964,0.7596236092703683
2024-01-10T14:00:29.586Z,7000,6942,57,0.67179375,99.18323353358677,0.8167664664132255
2024-01-10T14:00:30.629Z,7000,6955,44,0.80690375,99.36466206141881,0.6353379385811941
2024-01-10T14:00:31.630Z,7000,6951,48,0.6791075,99.30751920427595,0.6924807957240513
2024-01-10T14:00:32.632Z,7000,6947,52,0.63367,99.2503763471331,0.7496236528669085
2024-01-10T14:00:33.633Z,7000,6943,56,0.646095,99.19323348999023,0.8067665100097656
