2023-12-07T09:02:16.488Z,0.20833333333333334,1024,490,0.026041666666666668,52.08778381347656,09:02:16:486
2023-12-07T09:02:17.484Z,0,1024,490,0,52.100372314453125,09:02:17:483
2023-12-07T09:02:18.487Z,0.25,1024,489,0.03125,52.14996337890625,09:02:18:486
2023-12-07T09:02:19.496Z,0.625,1024,485,0.078125,52.59208679199219,09:02:19:495
2023-12-07T09:02:20.508Z,0,1024,485,0,52.6275634765625,09:02:20:507
2023-12-07T09:02:21.626Z,0,1024,485,0,52.6275634765625,09:02:21:625
2023-12-07T09:02:22.518Z,0.2777777777777778,1024,485,0.034722222222222224,52.59742736816406,09:02:22:518
2023-12-07T09:02:23.530Z,0.375,1024,483,0.046875,52.7496337890625,09:02:23:529
2023-12-07T09:02:24.543Z,0.3125,1024,484,0.0390625,52.655792236328125,09:02:24:542
2023-12-07T09:02:25.555Z,0,1024,485,0,52.62336730957031,09:02:25:554
2023-12-07T09:02:26.570Z,0,1024,485,0,52.63023376464844,09:02:26:569
2023-12-07T09:02:27.579Z,0.4166666666666667,1024,485,0.052083333333333336,52.63214111328125,09:02:27:578
2023-12-07T09:02:28.587Z,0.75,1024,484,0.09375,52.66876220703125,09:02:28:587
