2023-12-16T16:49:56.781Z,386,166,220,67.20304698412698,43.01443708835057,56.985562911649424
2023-12-16T16:49:56.783Z,386,166,220,0,43.00836810045256,56.991631899547436
2023-12-16T16:49:56.784Z,386,166,220,0,43.00836810045256,56.991631899547436
2023-12-16T16:50:00.271Z,386,157,229,90.12703428571427,40.60354151093017,59.39645848906983
2023-12-16T16:50:00.341Z,386,94,292,0,24.328435710082633,75.67156428991737
2023-12-16T16:50:00.342Z,386,94,292,0,24.328435710082633,75.67156428991737
2023-12-16T16:50:00.612Z,386,93,293,2.949320833333333,24.12567705913104,75.87432294086895
2023-12-16T16:50:04.281Z,386,45,341,0,11.679350903987192,88.3206490960128
2023-12-16T16:50:04.281Z,386,45,341,0,11.679350903987192,88.3206490960128
2023-12-16T16:50:04.282Z,386,45,341,94.8268489864865,11.679350903987192,88.3206490960128
2023-12-16T16:50:04.655Z,386,44,342,0.874178125,11.423222252176943,88.57677774782306
2023-12-16T16:50:08.041Z,386,138,248,95.92896856060607,35.82836278752323,64.17163721247677
2023-12-16T16:50:08.042Z,386,138,248,0,35.82836278752323,64.17163721247677
2023-12-16T16:50:08.042Z,386,138,248,0,35.82836278752323,64.17163721247677
2023-12-16T16:50:11.937Z,386,128,258,90.27418717948717,33.17468599103968,66.82531400896032
2023-12-16T16:50:11.999Z,386,77,308,0,20.11753869630879,79.88246130369122
2023-12-16T16:50:12.000Z,386,77,308,20.3617625,20.11753869630879,79.88246130369122
2023-12-16T16:50:12.000Z,386,77,308,0,20.11753869630879,79.88246130369122
2023-12-16T16:50:15.585Z,386,68,318,87.28617465277779,17.660028714441573,82.40751146557298
